"ACCOUNT","ACCR_CATEG","QUESTION_LABEL","RESPONSE_2015","RESPONSE_2014","RESPONSE_2013","AVG_2015","AVG_2014","AVG_2013"
"Utah DRE","General Agency Information","One Bank Holding Companies -- Authority to Supervise","No","No","No",0.36,0.36,0.36
"Utah DRE","Budget Information","Actual Expenditures","0","0","0",0,0,0
"Utah DRE","Budget Information","Amount Allocated to Commercial Bank Supervision","0","0","0",0,0,0
"Utah DRE","Budget Information","Amount Returned to General Fund","0","0","0",0,0,0
"Utah DRE","Budget Information","Budgeted Training Expense","0","0","0",0,0,0
"Utah DRE","Budget Information","Dedicated Fund","0","0","0",0,0,0
"Utah DRE","Budget Information","Does your department charge an hourly bank examination fee?","0","0","0",0,0,0
"Utah DRE","Budget Information","Hourly Fee","0","0","0",0,0,0
"Utah DRE","Budget Information","If yes, does this include specialty examinations (e.g., Trust, IT, etc.)? -- Hourly Fee","0","0","0",0,0,0
"Utah DRE","Budget Information","Total Budget Approved","0","0","0",0,0,0
"Utah DRE","Sources of Funding","Insurance","0","0","0",0,0,0
"Utah DRE","Sources of Funding","Insured Depositories Below $10 Billion","0","0","0",0,0,0
"Utah DRE","Sources of Funding","Insured Depositories Over $10 Billion","0","0","0",0,0,0
"Utah DRE","Sources of Funding","Securities","0","0","0",0,0,0
"Utah DRE","Sources of Funding","State-Licensed Mortgage Providers","0","0","0",0,0,0
"Utah DRE","Depository Information","Commercial Banks: Number Supervised","0","0","0",0,0,0
"Utah DRE","Depository Information","Commercial Banks: Total Assets","0","0","0",0,0,0
"Utah DRE","Depository Information","Industrial Loan Corporations: Total Assets","0","0","0",0,0,0
"Utah DRE","Depository Information","Non-depository Trust Companies: Number Supervised","0","0","0",0,0,0
"Utah DRE","Depository Information","Non-depository Trust Companies: Total Assets","0","0","0",0,0,0
"Utah DRE","Depository Information","Savings Banks/Savings and Loans: Number Supervised","0","0","0",0,0,0
"Utah DRE","Depository Information","Total Assets (if supervised): Savings Banks","0","0","0",0,0,0
"Utah DRE","Application Information","Conversions from Federal Thrift to State Depository Institutions(Approved)","0","0","0",0,0,0
"Utah DRE","Application Information","Conversions from Federal Thrift to State Thrift -- Approved","0","0","0",0,0,0
"Utah DRE","Application Information","Conversions from National Bank to State Depository Institutions -- Approved","0","0","0",0,0,0
"Utah DRE","Application Information","De Novo Bank Affiliated Trust Companies -- Approved","0","0","0",0,0,0
"Utah DRE","Application Information","De Novo Independent Trust Companies -- Approved","0","0","0",0,0,0
"Utah DRE","Application Information","De Novo State Bank Charters -- Approved","0","0","0",0,0,0
"Utah DRE","Application Information","State Depository Institution Conversions to Federal Thrift Charters -- Approved","0","0","0",0,0,0
"Utah DRE","Application Information","State Depository Institution Conversions to National Bank Charters -- Approved","0","0","0",0,0,0
"Utah DRE","Examination Information","Bank Exams: Number of Concurrent Examinations","0","0","0",0,0,0
"Utah DRE","Examination Information","Bank Exams: Number of Joint Examinations with Federal Lead","0","0","0",0,0,0
"Utah DRE","Examination Information","Bank Exams: Number of Joint Examinations with State Lead","0","0","0",0,0,0
"Utah DRE","Examination Information","Bank Exams: Number of State Only Independent Examinations","0","0","0",0,0,0
"Utah DRE","Examination Information","Holding Company Enforcement Actions (End of the Year)","0","0","0",0,0,0
"Utah DRE","Examination Information","Holding Company Enforcement Actions (Start of the Year)","0","0","0",0,0,0
"Utah DRE","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (End of the Year)","0","0","0",0,0,0
"Utah DRE","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (Start of the Year)","0","0","0",0,0,0
"Utah DRE","Examination Information","Insured Depositories Enforcement Actions (End of the Year)","0","0","0",0,0,0
"Utah DRE","Examination Information","Insured Depositories Enforcement Actions (Start of the Year)","0","0","0",0,0,0
"Utah DRE","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (End of the Year)","0","0","0",0,0,0
"Utah DRE","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (Start of the Year)","0","0","0",0,0,0
"Utah DRE","Examination Information","Number of 4 and 5 rated banks (End of Year)","0","0","0",0,0,0
"Utah DRE","Examination Information","Number of 4 and 5 rated banks (Start of Year)","0","0","0",0,0,0
"Utah DRE","Examination Information","Number of failed institutions","0","0","0",0,0,0
"Utah DRE","Examination Information","Total Number of Examinations -- Total","0","0","0",0,0,0
"Utah DRE","Examination Information","Were examination frequency requirements met?","0","0","0",0,0,0
"Utah DRE","Report Turnaround Information","Turnaround time (days): Independent Examinations","0","0","0",0,0,0
"Utah DRE","Report Turnaround Information","Turnaround time (days): Joint Examinations with FDIC Lead","0","0","0",0,0,0
"Utah DRE","Report Turnaround Information","Turnaround time (days): Joint Examinations with Federal Reserve Lead","0","0","0",0,0,0
"Utah DRE","Report Turnaround Information","Turnaround time (days): Joint Examinations with State Lead","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","BSA Exams: Number of Concurrent Examinations with the Federal Reserve","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","BSA Exams: Number of Independent Examinations","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","BSA Exams: Number of Joint Examinations with the Federal Reserve","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","BSA Exams: Total Number of Examinations","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","Bank Holding Companies: Number of Concurrent Examinations with the Federal Reserve","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","Bank Holding Companies: Number of Independent Examinations","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","Bank Holding Companies: Number of Joint Examinations with the Federal Reserve","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","Bank Holding Companies: Total Number of Examinations","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","Compliance Exams: Total Number of Examinations","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","Does your department participate in FFIEC examinations of TSPs?","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","Has your department implemented the CSBS/FS-ISAC/US Secret Service Corporate Account Takeover (CATO) Best Practices?","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","Non-depository Trust: Total Number of Examinations","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","Number of Concurrent IT Examinations -- Total","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","Number of Joint IT Examinations -- Total","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","Number of State Only Independent IT Examinations","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","Number of State Only Independent IT Examinations -- Total","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","Report Average Turnaround Time in Days","0","0","0",0,0,0
"Utah DRE","Specialty Exams Information","Total Number of IT Examinations -- Total","0","0","0",0,0,0
"Utah DRE","Workforce Information","FTE Actually Allocated: BSA Examiners","0","0","0",0,0,0
"Utah DRE","Workforce Information","FTE Actually Allocated: Compliance Examiners","0","0","0",0,0,0
"Utah DRE","Workforce Information","FTE Actually Allocated: Holding Company Examiners","0","0","0",0,0,0
"Utah DRE","Workforce Information","FTE Actually Allocated: IS Examiners","0","0","0",0,0,0
"Utah DRE","Workforce Information","FTE Actually Allocated: Other Examiners","0","0","0",0,0,0
"Utah DRE","Workforce Information","FTE Actually Allocated: Safety and Soundness Examiners","0","0","0",0,0,0
"Utah DRE","Workforce Information","FTE Actually Allocated: Trust Examiners","0","0","0",0,0,0
"Utah DRE","Workforce Information","Other Cross-Trained: BSA Examiners","0","0","0",0,0,0
"Utah DRE","Workforce Information","Other Cross-Trained: Compliance Examiners","0","0","0",0,0,0
"Utah DRE","Workforce Information","Other Cross-Trained: Holding Company Examiners","0","0","0",0,0,0
"Utah DRE","Workforce Information","Other Cross-Trained: IS Examiners","0","0","0",0,0,0
"Utah DRE","Workforce Information","Other Cross-Trained: Other Examiners","0","0","0",0,0,0
"Utah DRE","Workforce Information","Other Cross-Trained: Safety and Soundness Examiners","0","0","0",0,0,0
"Utah DRE","Workforce Information","Other Cross-Trained: Trust Examiners","0","0","0",0,0,0
"Utah DRE","Turnover Information","Examiner Turnover %","0","0","0",0,0,0
"Utah DRE","Turnover Information","Reason: Death","0","0","0",0,0,0
"Utah DRE","Turnover Information","Reason: Other","0","0","0",0,0,0
"Utah DRE","Turnover Information","Reason: Promotion to Office","0","0","0",0,0,0
"Utah DRE","Turnover Information","Reason: Resignation to work in a financial institution (bank, holding company, trust company, etc.)","0","0","0",0,0,0
"Utah DRE","Turnover Information","Reason: Resignation to work in private sector other than a financial institution","0","0","0",0,0,0
"Utah DRE","Turnover Information","Reason: Resignation to work with Federal Agency","0","0","0",0,0,0
"Utah DRE","Turnover Information","Reason: Resignation with no reason given","0","0","0",0,0,0
"Utah DRE","Turnover Information","Reason: Retirement","0","0","0",0,0,0
"Utah DRE","Turnover Information","Reason: Termination","0","0","0",0,0,0
"Utah DRE","Turnover Information","Reason: Transfer to work with other State Agency","0","0","0",0,0,0
"Utah DRE","Turnover Information","Total Number of Examiners","0","0","0",0,0,0
"Utah DRE","Years of Service","Number of Examiners: Experience 2 to 5 Yrs","0","0","0",0,0,0
"Utah DRE","Years of Service","Number of Examiners: Experience <2 Yrs","0","0","0",0,0,0
"Utah DRE","Years of Service","Number of Examiners: Experience > 25 Yrs","0","0","0",0,0,0
"Utah DRE","Years of Service","Number of Examiners: Experience >15 to 25 Yrs","0","0","0",0,0,0
"Utah DRE","Years of Service","Number of Examiners: Experience >5 to 15 Yrs","0","0","0",0,0,0
"Utah DRE","Years of Service","Total Number of Examiners","0","0","0",0,0,0
"Vermont","General Agency Information","Credit Card Banks -- Authority to Supervise","No","No","No",0.52,0.52,0.51
"Vermont","General Agency Information","Credit Card Banks: Number Superviseded","0","0","0",0,0,0
"Vermont","General Agency Information","Credit Unions -- Authority to Supervise","Yes","Yes","Yes",0.67,0.67,0.67
"Vermont","General Agency Information","Credit Unions: Number Superviseded","16","0","18",42.52,0,45.95
"Vermont","General Agency Information","Does your department currently have a fee sharing agreement with another state?","No","No","No",0.64,0.64,0.55
"Vermont","General Agency Information","Does your department have a dedicated fund (e.g., a separate and distinct account from the state general fund?)","0","0","0",0,0,0
"Vermont","General Agency Information","Industrial Loan Corporations -- Number Supervised","0","0","0",3.68,0,4.11
"Vermont","General Agency Information","Industrial Loan Corporations -- NumberSupervised","0","0","0",0,3.89,0
"Vermont","General Agency Information","Is any part of your examination staff unionized?","Yes","Yes","Yes",0.38,0.38,0.38
"Vermont","General Agency Information","Is your department independent, or part of a larger agency?","Part of a Larger Agency","Part of a Larger Agency","Part of a Larger Agency",0.6,0.6,0.59
"Vermont","General Agency Information","Multi-Bank Holding Companies -- Authority to Supervise","Yes","Yes","Yes",0.57,0.57,0.59
"Vermont","General Agency Information","One Bank Holding Companies -- Authority to Supervise","Yes","Yes","Yes",0.64,0.64,0.64
"Vermont","Budget Information","Actual Expenditures","1879591","1902096","1614701",11851967,11071164,9704831
"Vermont","Budget Information","Amount Allocated to Commercial Bank Supervision","539548","505986","468908",4837836,5336813,4979506
"Vermont","Budget Information","Amount Returned to General Fund","250904","211292","0",83398256,10574719,10546900
"Vermont","Budget Information","Budgeted Training Expense","27500","27500","27500",159087,165044,154024
"Vermont","Budget Information","Dedicated Fund","Yes","Yes","0",0.74,0.7,0
"Vermont","Budget Information","Does your department charge an hourly bank examination fee?","No","No","No",0.59,0.56,0.5
"Vermont","Budget Information","Hourly Fee","0","0","0",0,0,30
"Vermont","Budget Information","If yes, does this include specialty examinations (e.g., Trust, IT, etc.)? -- Hourly Fee","0","0","0",0,0,49
"Vermont","Budget Information","Total Budget Approved","1926958","1807092","1673670",12759425,13042590,12791104
"Vermont","Sources of Funding","Insurance","0.0","0.0","0.0",0.76,0.82,0.82
"Vermont","Sources of Funding","Insured Depositories Below $10 Billion","23.17","26.0","27.9",39.68,42.14,40.92
"Vermont","Sources of Funding","Insured Depositories Over $10 Billion","0.0","0.0","0.0",9.76,9.07,10.81
"Vermont","Sources of Funding","Securities","0.0","0.0","0.0",7.46,8.41,7.04
"Vermont","Sources of Funding","State-Licensed Mortgage Providers","58.47","46.6","46.9",11.51,11.89,11.4
"Vermont","Depository Information","Commercial Banks: Number Supervised","3","5","5",80.3,83.54,86.09
"Vermont","Depository Information","Commercial Banks: Total Assets","2907764000","3995644000","3901095000",78498824339,68136896978,68383944036
"Vermont","Depository Information","Industrial Loan Corporations: Total Assets","0","0","0",8949669664,8562281943,8645170722
"Vermont","Depository Information","Non-depository Trust Companies: Number Supervised","3","3","3",7.41,7.22,7.2
"Vermont","Depository Information","Non-depository Trust Companies: Total Assets","33700000000","22151543000","9575444000",33944527933,50384474720,671011628226
"Vermont","Depository Information","Savings Banks/Savings and Loans: Number Supervised","4","2","2",9.13,9.16,9.38
"Vermont","Depository Information","Total Assets (if supervised): Savings Banks","1805758000","337307000","336014000",7960427954,7407111029,7158869878
"Vermont","Application Information","Conversions from Federal Thrift to State Depository Institutions(Approved)","0","0","0",0.13,0.26,0
"Vermont","Application Information","Conversions from Federal Thrift to State Thrift -- Approved","0","0","0",0.05,0.14,0.12
"Vermont","Application Information","Conversions from National Bank to State Depository Institutions -- Approved","0","0","0",0.44,0.6,0.61
"Vermont","Application Information","De Novo Bank Affiliated Trust Companies -- Approved","0","0","0",0.04,0.02,0.04
"Vermont","Application Information","De Novo Independent Trust Companies -- Approved","0","0","1",0.54,0.23,0.27
"Vermont","Application Information","De Novo State Bank Charters -- Approved","0","0","0",0.04,0,0.02
"Vermont","Application Information","State Depository Institution Conversions to Federal Thrift Charters -- Approved","0","0","0",0,0,0
"Vermont","Application Information","State Depository Institution Conversions to National Bank Charters -- Approved","0","0","0",0.04,0,0.04
"Vermont","Examination Information","Bank Exams: Number of Concurrent Examinations","0","0","0",0.51,0.51,1.04
"Vermont","Examination Information","Bank Exams: Number of Joint Examinations with Federal Lead","6","6","2",8.74,9.53,12.39
"Vermont","Examination Information","Bank Exams: Number of Joint Examinations with State Lead","0","0","0",9.63,8.54,10.18
"Vermont","Examination Information","Bank Exams: Number of State Only Independent Examinations","2","2","2",24,25.16,25.84
"Vermont","Examination Information","Holding Company Enforcement Actions (End of the Year)","0","0","0",0.09,0.07,0.13
"Vermont","Examination Information","Holding Company Enforcement Actions (Start of the Year)","0","0","0",0.13,0.11,0.14
"Vermont","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (End of the Year)","0","0","0",1.38,2.04,2.88
"Vermont","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (Start of the Year)","0","0","0",1.95,2.86,3.79
"Vermont","Examination Information","Insured Depositories Enforcement Actions (End of the Year)","0","0","0",1.2,1.14,1.73
"Vermont","Examination Information","Insured Depositories Enforcement Actions (Start of the Year)","0","0","0",1.43,1.84,2.21
"Vermont","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (End of the Year)","0","0","1",9.5,13.43,16.5
"Vermont","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (Start of the Year)","0","1","0",12.75,16.95,22.5
"Vermont","Examination Information","Number of 4 and 5 rated banks (End of Year)","0","0","0",2.3,4.05,5.66
"Vermont","Examination Information","Number of 4 and 5 rated banks (Start of Year)","0","0","0",4.09,6.14,8.27
"Vermont","Examination Information","Number of failed institutions","0","0","0",0.13,0.14,0.3
"Vermont","Examination Information","Total Number of Examinations -- Total","8","8","4",42.46,43.3,48.98
"Vermont","Examination Information","Were examination frequency requirements met?","Yes","Yes","Yes",0.92,0.92,0.93
"Vermont","Report Turnaround Information","Turnaround time (days): Independent Examinations","27","27","27",31.42,29.88,29.88
"Vermont","Report Turnaround Information","Turnaround time (days): Joint Examinations with FDIC Lead","0","0","0",19.27,27.1,27.1
"Vermont","Report Turnaround Information","Turnaround time (days): Joint Examinations with Federal Reserve Lead","179","179","179",39.98,38.04,38.04
"Vermont","Report Turnaround Information","Turnaround time (days): Joint Examinations with State Lead","49","49","49",35.7,44.02,44.02
"Vermont","Specialty Exams Information","BSA Exams: Number of Concurrent Examinations with the Federal Reserve","0","0","0",0.7,0.75,1.7
"Vermont","Specialty Exams Information","BSA Exams: Number of Independent Examinations","2","2","2",23.55,27.66,25.89
"Vermont","Specialty Exams Information","BSA Exams: Number of Joint Examinations with the Federal Reserve","5","5","2",17,17.79,19.57
"Vermont","Specialty Exams Information","BSA Exams: Total Number of Examinations","7","7","4",40.53,45.39,46.33
"Vermont","Specialty Exams Information","Bank Holding Companies: Number of Concurrent Examinations with the Federal Reserve","0","0","0",0,0.14,0.46
"Vermont","Specialty Exams Information","Bank Holding Companies: Number of Independent Examinations","0","2","1",9.96,10.77,12.46
"Vermont","Specialty Exams Information","Bank Holding Companies: Number of Joint Examinations with the Federal Reserve","0","0","0",1.59,1.7,3.2
"Vermont","Specialty Exams Information","Bank Holding Companies: Total Number of Examinations","0","2","1",11.35,12.39,15.84
"Vermont","Specialty Exams Information","Compliance Exams: Total Number of Examinations","0","0","0",43.58,42.79,47.21
"Vermont","Specialty Exams Information","Does your department participate in FFIEC examinations of TSPs?","No","No","No",0.64,0.58,0.58
"Vermont","Specialty Exams Information","Has your department implemented the CSBS/FS-ISAC/US Secret Service Corporate Account Takeover (CATO) Best Practices?","Yes","Yes","No",0.56,0.58,0.52
"Vermont","Specialty Exams Information","Non-depository Trust: Total Number of Examinations","2","2","2",4.75,4.75,4.2
"Vermont","Specialty Exams Information","Number of Concurrent IT Examinations -- Total","0","0","0",0.61,1.37,2.35
"Vermont","Specialty Exams Information","Number of Joint IT Examinations -- Total","4","4","2",11.91,10.16,11.68
"Vermont","Specialty Exams Information","Number of State Only Independent IT Examinations","2","2","0",18.32,18.77,0
"Vermont","Specialty Exams Information","Number of State Only Independent IT Examinations -- Total","0","0","2",0,0,18.05
"Vermont","Specialty Exams Information","Report Average Turnaround Time in Days","18","18","18",27.63,27.63,24.64
"Vermont","Specialty Exams Information","Total Number of IT Examinations -- Total","6","6","4",30.53,29.96,31.77
"Vermont","Workforce Information","FTE Actually Allocated: BSA Examiners","0","0","0",1.59,0,0
"Vermont","Workforce Information","FTE Actually Allocated: Compliance Examiners","0","0","0",1.69,0,0
"Vermont","Workforce Information","FTE Actually Allocated: Holding Company Examiners","0","0","0",0.02,0,0
"Vermont","Workforce Information","FTE Actually Allocated: IS Examiners","1","0","0",1.41,0,0
"Vermont","Workforce Information","FTE Actually Allocated: Other Examiners","0","0","0",4.33,0,0
"Vermont","Workforce Information","FTE Actually Allocated: Safety and Soundness Examiners","9","0","0",33.94,0,0
"Vermont","Workforce Information","FTE Actually Allocated: Trust Examiners","0","0","0",1.55,0,0
"Vermont","Workforce Information","Other Cross-Trained: BSA Examiners","10","0","0",14.73,0,0
"Vermont","Workforce Information","Other Cross-Trained: Compliance Examiners","4","0","0",1.1,0,0
"Vermont","Workforce Information","Other Cross-Trained: Holding Company Examiners","4","0","0",5.71,0,0
"Vermont","Workforce Information","Other Cross-Trained: IS Examiners","3","0","0",4.1,0,0
"Vermont","Workforce Information","Other Cross-Trained: Other Examiners","0","0","0",1.57,0,0
"Vermont","Workforce Information","Other Cross-Trained: Safety and Soundness Examiners","1","0","0",3.53,0,0
"Vermont","Workforce Information","Other Cross-Trained: Trust Examiners","5","0","0",3.37,0,0
"Vermont","Turnover Information","Examiner Turnover %","10","0","0",14.02,11.63,11.62
"Vermont","Turnover Information","Reason: Death","0","0","0",0.04,0.04,0.11
"Vermont","Turnover Information","Reason: Other","0","0","0",0.12,0.27,0.34
"Vermont","Turnover Information","Reason: Promotion to Office","1","0","0",0.17,0.16,0.05
"Vermont","Turnover Information","Reason: Resignation to work in a financial institution (bank, holding company, trust company, etc.)","0","0","0",0.94,0.84,0.89
"Vermont","Turnover Information","Reason: Resignation to work in private sector other than a financial institution","0","0","0",0.6,0.33,0.4
"Vermont","Turnover Information","Reason: Resignation to work with Federal Agency","0","0","0",0.42,0.47,0.65
"Vermont","Turnover Information","Reason: Resignation with no reason given","0","0","0",0.75,0.69,0.42
"Vermont","Turnover Information","Reason: Retirement","0","0","0",1.17,1.45,0.89
"Vermont","Turnover Information","Reason: Termination","0","0","0",0.29,0.33,0.35
"Vermont","Turnover Information","Reason: Transfer to work with other State Agency","0","0","0",0.29,0.16,0.2
"Vermont","Turnover Information","Total Number of Examiners","10","10","9",41.75,49.16,40.96
"Vermont","Years of Service","Number of Examiners: Experience 2 to 5 Yrs","3","0","0",8.67,10.27,6.16
"Vermont","Years of Service","Number of Examiners: Experience <2 Yrs","1","3","1",8.02,10.05,7.05
"Vermont","Years of Service","Number of Examiners: Experience > 25 Yrs","1","2","1",5.4,5.71,5.25
"Vermont","Years of Service","Number of Examiners: Experience >15 to 25 Yrs","3","2","4",6.77,7.64,7.96
"Vermont","Years of Service","Number of Examiners: Experience >5 to 15 Yrs","2","3","3",13.88,15.27,15.39
"Vermont","Years of Service","Total Number of Examiners","10","10","9",41.75,49.16,40.96
"Virgin Islands","General Agency Information","Credit Card Banks -- Authority to Supervise","Yes","Yes","Yes",0.48,0.48,0.48
"Virgin Islands","General Agency Information","Credit Card Banks: Number Superviseded","0","0","0",0.16,0,0.16
"Virgin Islands","General Agency Information","Credit Unions -- Authority to Supervise","No","No","No",0.33,0.33,0.33
"Virgin Islands","General Agency Information","Credit Unions: Number Superviseded","0","0","0",42.52,0,45.95
"Virgin Islands","General Agency Information","Does your department currently have a fee sharing agreement with another state?","0","0","0",0,0,0
"Virgin Islands","General Agency Information","Does your department have a dedicated fund (e.g., a separate and distinct account from the state general fund?)","0","0","0",0,0,0
"Virgin Islands","General Agency Information","Industrial Loan Corporations -- Number Supervised","0","0","0",3.68,0,4.11
"Virgin Islands","General Agency Information","Industrial Loan Corporations -- NumberSupervised","0","0","0",0,3.89,0
"Virgin Islands","General Agency Information","Is any part of your examination staff unionized?","0","0","0",0,0,0
"Virgin Islands","General Agency Information","Is your department independent, or part of a larger agency?","Part of a Larger Agency","Part of a Larger Agency","Part of a Larger Agency",0.6,0.6,0.59
"Virgin Islands","General Agency Information","Multi-Bank Holding Companies -- Authority to Supervise","No","No","No",0.43,0.43,0.41
"Virgin Islands","General Agency Information","One Bank Holding Companies -- Authority to Supervise","No","No","No",0.36,0.36,0.36
"Virgin Islands","Budget Information","Actual Expenditures","0","0","0",11851967,11071164,9704831
"Virgin Islands","Budget Information","Amount Allocated to Commercial Bank Supervision","0","0","0",4837836,5336813,4979506
"Virgin Islands","Budget Information","Amount Returned to General Fund","0","0","0",83398256,10574719,10546900
"Virgin Islands","Budget Information","Budgeted Training Expense","0","0","0",159087,165044,154024
"Virgin Islands","Budget Information","Dedicated Fund","0","0","0",0,0,0
"Virgin Islands","Budget Information","Does your department charge an hourly bank examination fee?","0","0","0",0,0,0
"Virgin Islands","Budget Information","Hourly Fee","0","0","0",63,62,30
"Virgin Islands","Budget Information","If yes, does this include specialty examinations (e.g., Trust, IT, etc.)? -- Hourly Fee","0","0","0",55,55,49
"Virgin Islands","Budget Information","Total Budget Approved","0","0","0",12759425,13042590,12791104
"Virgin Islands","Sources of Funding","Insurance","0","0","0",0,0,0
"Virgin Islands","Sources of Funding","Insured Depositories Below $10 Billion","0","0","0",0,0,0
"Virgin Islands","Sources of Funding","Insured Depositories Over $10 Billion","0","0","0",0,0,0
"Virgin Islands","Sources of Funding","Securities","0","0","0",0,0,0
"Virgin Islands","Sources of Funding","State-Licensed Mortgage Providers","0","0","0",0,0,0
"Virgin Islands","Depository Information","Commercial Banks: Number Supervised","5","5","5",80.3,83.54,86.09
"Virgin Islands","Depository Information","Commercial Banks: Total Assets","2030443","2030443","2030443000",78498824339,68136896978,68383944036
"Virgin Islands","Depository Information","Industrial Loan Corporations: Total Assets","0","0","0",8949669664,8562281943,8645170722
"Virgin Islands","Depository Information","Non-depository Trust Companies: Number Supervised","0","0","0",7.41,7.22,7.2
"Virgin Islands","Depository Information","Non-depository Trust Companies: Total Assets","0","0","0",33944527933,50384474720,671011628226
"Virgin Islands","Depository Information","Savings Banks/Savings and Loans: Number Supervised","0","0","0",9.13,9.16,9.38
"Virgin Islands","Depository Information","Total Assets (if supervised): Savings Banks","0","0","0",7960427954,7407111029,7158869878
"Virgin Islands","Application Information","Conversions from Federal Thrift to State Depository Institutions(Approved)","0","0","0",0,0,0
"Virgin Islands","Application Information","Conversions from Federal Thrift to State Thrift -- Approved","0","0","0",0.05,0.14,0.12
"Virgin Islands","Application Information","Conversions from National Bank to State Depository Institutions -- Approved","0","0","0",0.44,0.6,0.61
"Virgin Islands","Application Information","De Novo Bank Affiliated Trust Companies -- Approved","0","0","0",0.04,0.02,0.04
"Virgin Islands","Application Information","De Novo Independent Trust Companies -- Approved","0","0","0",0.54,0.23,0.27
"Virgin Islands","Application Information","De Novo State Bank Charters -- Approved","0","0","0",0.04,0,0.02
"Virgin Islands","Application Information","State Depository Institution Conversions to Federal Thrift Charters -- Approved","0","0","0",0,0,0
"Virgin Islands","Application Information","State Depository Institution Conversions to National Bank Charters -- Approved","0","0","0",0.04,0,0.04
"Virgin Islands","Examination Information","Bank Exams: Number of Concurrent Examinations","0","0","0",0.51,0.51,1.04
"Virgin Islands","Examination Information","Bank Exams: Number of Joint Examinations with Federal Lead","2","2","2",8.74,9.53,12.39
"Virgin Islands","Examination Information","Bank Exams: Number of Joint Examinations with State Lead","0","0","0",9.63,8.54,10.18
"Virgin Islands","Examination Information","Bank Exams: Number of State Only Independent Examinations","0","0","0",24,25.16,25.84
"Virgin Islands","Examination Information","Holding Company Enforcement Actions (End of the Year)","0","0","0",0.09,0.07,0.13
"Virgin Islands","Examination Information","Holding Company Enforcement Actions (Start of the Year)","0","0","0",0.13,0.11,0.14
"Virgin Islands","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (End of the Year)","0","0","0",1.38,2.04,2.88
"Virgin Islands","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (Start of the Year)","0","0","0",1.95,2.86,3.79
"Virgin Islands","Examination Information","Insured Depositories Enforcement Actions (End of the Year)","0","0","0",1.2,1.14,1.73
"Virgin Islands","Examination Information","Insured Depositories Enforcement Actions (Start of the Year)","0","0","0",1.43,1.84,2.21
"Virgin Islands","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (End of the Year)","0","0","0",9.5,13.43,16.5
"Virgin Islands","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (Start of the Year)","0","0","0",12.75,16.95,22.5
"Virgin Islands","Examination Information","Number of 4 and 5 rated banks (End of Year)","0","0","0",2.3,4.05,5.66
"Virgin Islands","Examination Information","Number of 4 and 5 rated banks (Start of Year)","0","0","0",4.09,6.14,8.27
"Virgin Islands","Examination Information","Number of failed institutions","0","0","0",0.13,0.14,0.3
"Virgin Islands","Examination Information","Total Number of Examinations -- Total","2","2","2",42.46,43.3,48.98
"Virgin Islands","Examination Information","Were examination frequency requirements met?","0","0","0",0,0,0
"Virgin Islands","Report Turnaround Information","Turnaround time (days): Independent Examinations","0","0","0",0,0,0
"Virgin Islands","Report Turnaround Information","Turnaround time (days): Joint Examinations with FDIC Lead","0","0","0",0,0,0
"Virgin Islands","Report Turnaround Information","Turnaround time (days): Joint Examinations with Federal Reserve Lead","0","0","0",0,0,0
"Virgin Islands","Report Turnaround Information","Turnaround time (days): Joint Examinations with State Lead","0","0","0",0,0,0
"Virgin Islands","Specialty Exams Information","BSA Exams: Number of Concurrent Examinations with the Federal Reserve","0","0","0",0.7,0.75,1.7
"Virgin Islands","Specialty Exams Information","BSA Exams: Number of Independent Examinations","0","0","0",23.55,27.66,25.89
"Virgin Islands","Specialty Exams Information","BSA Exams: Number of Joint Examinations with the Federal Reserve","0","0","0",17,17.79,19.57
"Virgin Islands","Specialty Exams Information","BSA Exams: Total Number of Examinations","0","0","0",40.53,45.39,46.33
